Gene	Slope	P-value
MIR429	-0.007756272428939061	0.7187746575823688
RP11-465B22.8	0.26809828341557973	0.40791173069352293
TTLL10-AS1	0.17606759539227565	0.6644478291093769
TTLL10	3.5209317104993043	0.3141378549510601
TNFRSF18	-49.013004670019455	0.1616443208559183
TNFRSF4	-63.503075103076824	0.00798317976829491
SDF4	-216.58276428025937	0.0007371901312725197
B3GALT6	1.1085151479715454	0.9423535631759052
C1QTNF12	-0.9583834047193728	0.5409756656170566
RP5-902P8.12	3.4479516119544074	0.22788092619940495
UBE2J2	5.758510435688711	0.9195054486404411
LINC01786	-1.4941908291798074	0.01001345030850506
SCNN1D	-27.91343939845384	0.005736286874079233
ACAP3	-246.1806364060882	6.97255810754241e-05
MIR6726	-0.033686469187573134	0.17278580046898073
PUSL1	-21.24476734835713	0.007187108202653998
INTS11	-288.8611567495005	5.700738668641737e-05
MIR6727	0.0035123562440057144	0.842308513078648
RP5-890O3.9	-4.307541259414961	0.0006954278781891826
CPTP	-32.65719002415924	0.476703117812901
TAS1R3	4.1305172251306	0.2850598828119878
DVL1	-99.1953486980023	0.0002473615434834113
MIR6808	0.0045753616991245	0.7364062826753067
MXRA8	-13.723998175462688	0.012067797319898632
AURKAIP1	1.5028907887007068	0.9903011313454492
NDUFB4P8	-0.13922291611969395	0.3150157804227612
CCNL2	-78.00987093934187	0.28529757790127663
RP4-758J18.2	9.7680380465281	0.42549930000349456
MRPL20	-33.89194611971277	0.07636151186460755
RP4-758J18.13	2.9872396174244855	0.3021326412058328
ANKRD65	2.7900505090228944	0.30402086114000043
RP4-758J18.7	0.03507698051335492	0.4901160252504061
TMEM88B	-0.13802212781814355	0.3310167563615266
LINC01770	0.0548997387492091	0.8473276402793802
VWA1	1.020605132536448	0.7496684383636504
ATAD3C	-3.026888443835793	0.05467869553417807
ATAD3B	-96.80750078441991	0.0012657143051062203
ATAD3A	-41.99276083864903	0.01059054894683247
TMEM240	1.969239217395261	0.29561470049569366
SSU72	75.563774290326	0.606395012125687
RP5-832C2.5	0.740918697112148	0.33768979076575134
RP11-345P4.11	-0.0403527071915051	0.572688655658137
FNDC10	-8.522953305017392	0.0987564296111277
RP11-345P4.9	-10.63587102512186	0.002269085965198388
MIB2	-287.51804241955335	0.00022149506390549794
MMP23B	-8.659509527293324	0.00142002543155057
CDK11B	-85.9042441108621	0.03319128671651889
RP11-345P4.10	-0.014989331942785155	0.7233270359352431
SLC35E2B	223.22144081068356	0.002993186616552902
RP11-345P4.6	0.7269500753883255	0.9008174578786433
MMP23A	3.113789357712664	0.18744488356767305
CDK11A	-34.21489463576412	0.29610762564706533
RP1-283E3.4	-2.4698781493331508	0.8380283175192653
SLC35E2	10.043353455027841	0.03219436914732871
NADK	1865.706459401781	0.0059169145475368185
GNB1	-424.51678473040954	0.14923287747505148
RP1-140A9.1	-0.6870007895924101	0.24911728317524146
CALML6	0.29546002184811665	0.8839528953219755
TMEM52	-2.552447808885421	0.5676658321744142
CFAP74	2.1096932183990766	0.26628247897733026
RP11-547D24.1	-0.07908717427174787	0.6430002915711477
GABRD	-1.2960497775906477	0.16911255645179302
RP11-547D24.3	-0.003899659897585291	0.8816970734059577
PRKCZ	45.756571941865545	0.08745137793830697
RP5-892K4.1	6.777656354521938	0.004085230153732248
PRKCZ-AS1	24.52127716020483	0.04828197809989701
FAAP20	-44.105629514921326	0.23828356768346173
RP11-181G12.4	-0.08349729050689399	0.0859848925836887
SKI	50.549982110279124	0.49904960990873526
MORN1	1.4729250729706693	0.46239950974232524
RP4-713A8.1	0.013500889917857495	0.9272626500924974
RP4-740C4.5	0.1448115007927762	0.9122282748648787
RP4-740C4.7	0.2049972888888413	0.49654068330607826
RER1	189.25584375722897	0.095147889029857
PEX10	-12.766794765663205	0.0007774838420963986
PLCH2	-248.22020760725346	0.0002350620677281289
RP3-395M20.2	-0.8205325616396039	0.002179279958162602
RP3-395M20.3	-0.5560865116787607	0.0498786151108885
PANK4	-117.77329681586423	3.372755853809354e-05
HES5	-0.10341696348839792	0.579508545231201
RP3-395M20.12	-41.85535272489091	2.2685524039558364e-05
RP3-395M20.8	-60.399140309224286	0.007674028148182733
TNFRSF14	-647.9435173640761	1.935799158427432e-05
RP3-395M20.7	-1.0082556726166154	0.18625905877559432
RP3-395M20.9	-3.496458074437245	0.0010439504340885408
FAM213B	-104.47109794429554	4.6445468721285777e-10
MMEL1	-5.474026024608344	4.950477966367392e-13
RP13-436F16.1	0.007822598758497997	0.31705452269955997
TTC34	-0.7227753350783	0.7354513042361657
ABC14-1188822O7.1	-0.03256693049613196	0.22114578673986532
RP11-740P5.2	0.053548397170092195	0.14487687373263888
RP11-740P5.3	0.006636988443019633	0.6196327641001627
ACTRT2	-0.2625764031150549	0.03792188532739801
LINC00982	-0.8816201888038306	0.18609288539665664
PRDM16	-1.0859728258452415	0.4657496002115401
MIR4251	0.0	
RP1-163G9.2	-0.016656639966941292	0.45654659418357146
RP11-193J6.1	-0.036714015500669175	0.5188658112917697
RP11-22L13.1	-0.00036833789647419506	0.993927070422111
ARHGEF16	4.836800678042443	0.18578541075281635
RP11-168F9.2	-0.07995179795727486	0.3010408864361655
MEGF6	-98.68449923948853	0.09129641801597231
MIR551A	0.0	
RP11-46F15.2	4.564862492359982	0.04654291655742089
TPRG1L	30.51387677531543	0.7605933002708206
WRAP73	22.416087634333543	0.4161427874038276
TP73	-0.17599234149742418	0.941799599367597
RP5-1092A11.5	0.23651676692005108	0.37888696020190704
RP5-1092A11.2	0.08373713483422446	0.004076733649629218
TP73-AS1	-4.94995866505458	0.6040128625591351
CCDC27	0.17361887249976402	0.19657410781941098
SMIM1	-351.47615568252934	0.01635065876980157
LRRC47	-2.5284825022329342	0.8580318202551773
RN7SL574P	0.1988652548619546	0.2842827086788779
RP1-286D6.5	0.7442140694172242	0.26159477338559384
CEP104	-52.76425286077439	2.454952377082728e-06
DFFB	-6.428053903806054	0.22422543265997427
C1orf174	-56.89218064168092	2.13382138442001e-05
LINC01134	-1.847950997685075	0.41499706187592567
LINC01346	0.06343774245269083	0.149314971835215
LINC01345	-0.08151402227878596	0.020329804668760887
EEF1DP6	-0.05945360533993288	0.0884814287371627
LINC01777	-0.02751997419364194	0.4220218588563933
RP1-37J18.1	-0.0008739566806126648	0.4768112374906378
LINC01646	-0.028233784444076548	0.17527725218087953
AJAP1	-2.366036826348664	0.0001505112888600582
RP11-542C10.1	-0.004039468835852199	0.6081978041164368
RP1-58B11.1	-0.002840368801559509	0.8846481623390036
RP3-491M17.1	-0.05936749751720226	0.459191858104119
RP11-154H17.1	-0.3244456764046248	0.19003877042615513
MIR4417	-0.0018341737801172342	0.47681123749063814
MIR4689	-0.007153702631928016	0.16360840594612788
NPHP4	-11.301836610123143	0.09380527093172293
KCNAB2	-593.2618065970167	0.057949369728013324
CHD5	-3.5897257953050423	0.025373197861144198
RPL22	-478.5804157627886	0.004431365439785474
RP1-120G22.11	-0.06718532695437962	0.37132346220802914
RNF207	-9.209455832004995	0.014772170433862933
ICMT	-2.8721218205876173	0.8426953752130654
LINC00337	-0.037058578172775594	0.8346248745199717
HES3	-0.01953656283248233	0.5477708952434468
GPR153	-12.000095727500302	0.26072714361600197
ACOT7	-46.20619354735802	0.006590833964500488
HES2	1.565193995849926	0.26396380285173127
ESPN	-245.01888336498834	2.090351258984009e-05
MIR4252	0.0019085430417268823	0.5710517757180743
RP1-202O8.2	-0.05411781739656966	0.24638581403283913
TNFRSF25	-119.40959005103505	0.0030324417264364378
PLEKHG5	-12.881334680132179	0.00891693566021469
NOL9	-12.294734105543949	0.1866553326197211
RNU6-731P	-0.014410734025042888	0.283254732968946
RP11-58A11.2	0.08356763739004279	0.454787041775081
TAS1R1	-0.06529319751381885	0.8767143148804492
ZBTB48	-121.53777499645642	0.04079460244120919
KLHL21	586.974381674151	0.012574426567081307
PHF13	-59.18864422939228	0.05659047732924628
THAP3	-14.952551364694068	0.1630676192449804
DNAJC11	-23.829073291657682	0.008081624146752323
LINC01672	-0.04519205107839353	0.22241275066727562
RP11-312B8.1	-0.08469241513200586	0.46756124056313575
CAMTA1	-34.08990562455065	1.54694174539028e-05
RP11-312B8.2	-0.0085011765931661	0.8207492149499205
RP11-334N17.1	-0.007949185515404536	0.5299261486933415
RNU1-8P	-0.0066213778156724926	0.6385073787931697
CAMTA1-IT1	-0.01940411805182506	0.6386162608006164
RP3-453P22.2	0.012845717905898937	0.49133220603019767
RP4-549F15.1	0.04286400254527889	0.04733509794095278
RP11-338N10.1	-0.0165161563189945	0.8827185994597357
RP11-338N10.2	-0.09844143678219505	0.2903782901648764
RP11-338N10.3	-0.06982267578701817	0.20590208330270943
VAMP3	82.77035843315932	0.542468994535711
RP3-467L1.6	-0.6724548671122933	0.5669575553078822
PER3	-15.030190605318017	5.380683908866813e-06
RP3-467L1.4	-0.46475915295764003	0.0009290875221144649
UTS2	3.938966930800543	0.5151305785728286
TNFRSF9	-38.213086213621914	0.02187271773907617
RP5-892F13.2	0.21386104137043827	0.4310487752641394
PARK7	-191.5964676902888	0.00917484200689455
Y_RNA	0.030258895155415865	0.6768820491794205
ERRFI1	27.281809188895664	0.472832452555892
RP11-431K24.1	0.013918026012070622	0.9068322612135951
CTA-215D11.4	-0.1707214532741575	0.08994847275854236
RP11-431K24.2	-0.04647745549660598	0.10585646572458243
LINC01714	0.028887838412391564	0.7409706010425923
RNU1-7P	0.017831651576313032	0.1170911283031652
RP11-431K24.4	0.008459836627352706	0.8132900451920341
RNU6-991P	0.0027382497920512916	0.6277143394703104
SLC45A1	-2.604987452968635	0.021775593706340305
RERE	612.1630747720303	0.0063198688187142155
RP5-1115A15.1	14.481075297373529	0.01236677870133573
SNORA77	-0.04069723911605741	0.2914247083467135
RP5-1115A15.2	-0.1288053607011879	0.3437624006992511
RPL7P11	-0.05217874868423469	0.47438586766646407
RPL7P7	0.00033414671080878033	0.9965336863871184
RP4-633I8.3	-0.024978011392307375	0.510739626663527
RP4-633I8.4	-0.03900726571095902	0.38312096430585607
RPL23AP19	-0.01154457508828676	0.7275790154214056
ENO1	-3135.3783213960637	0.11467295030776725
MIR6728	0.11020515139912904	0.29853813102483806
ENO1-IT1	-2.2650916242589227	0.561631960166326
ENO1-AS1	0.4205956453993303	0.05298645409987321
RNU6-304P	0.04313334767451134	0.05939074074756122
HMGN2P17	0.15147199266710046	0.5586072065789729
RP3-477M7.5	0.9672218091702507	0.2604172563414147
RP3-477M7.6	0.1413544181927493	0.0024834081949827343
CA6	2.0529530112559664	0.07076212715434838
RN7SL451P	0.04304539457537529	0.37226024269223323
SLC2A7	-0.03645374466815061	0.5819906564286611
SLC2A5	85.08150606829341	0.11355603630950326
SCARNA16	0.03734222796865044	0.23419993395093394
GPR157	14.990173223884154	0.002078627750450726
MIR34AHG	1.1837113822181258	0.14749821985150333
LINC01759	0.46048468901394984	0.10096953218435022
RP3-510D11.4	-0.038073628816003804	0.5719152254104264
H6PD	324.221078680618	0.011288494581095534
SPSB1	7.573760390026298	0.30416762404330344
RNA5SP40	-0.004993242293912018	0.44572538285965513
RP13-392I16.1	0.6883200709453143	0.08443164221847362
SLC25A33	-4.700553539120777	0.18730946855853692
RP13-15M17.1	-0.13601793216468475	0.49851545577885625
TMEM201	-7.647930038157693	0.1914106282857792
PIK3CD	1906.021563602335	0.005810660184550722
PIK3CD-AS1	28.000394962567682	0.1143494455581521
RP11-558F24.2	0.18089180214899098	0.5537185602932411
PIK3CD-AS2	0.8684506297576469	0.17691460966988565
CLSTN1	-167.50649306543517	0.03650174084050216
MZT1P1	0.005853788558347415	0.7822102778483218
RP11-84A14.7	-0.1421159147830646	0.240955477526975
CTNNBIP1	-22.271376350019693	0.02887631773140701
LZIC	12.57793012560102	0.15804961726996064
RP11-84A14.4	-0.2121910890719691	0.4015583124098133
NMNAT1	22.237230903292854	0.28779747026338826
RN7SKP269	-0.02445709974008518	0.9280467064887052
RP11-84A14.6	0.030116743709301265	0.8063933061536803
MIR5697	0.004636842716659568	0.16033146962361589
RBP7	15.569790634582112	0.7090961917027928
UBE4B	73.64396504003061	0.08598658056052977
RP11-496H15.2	0.006159206772157153	0.9223098137686889
PGAM1P11	0.14781772188917294	0.22471802448850248
RNU6-828P	-0.008969549089808557	0.8138140934556353
KIF1B	587.0172877065862	9.923439573467205e-05
MIR1273D	-0.018010311348531594	0.04025078345785632
RNU6-37P	0.12635451961421731	0.15130086166992482
PGD	3864.5433868716855	0.23168914683828695
RP4-736L20.3	-0.15314791030682146	0.03153743933850414
CENPS	0.5496961305292033	0.7632071104785951
CORT	-4.072587066361626	0.06330994903674322
DFFA	-15.859043234265178	0.05612506616939185
PEX14	-60.6234595804311	0.00047814456337594253
RN7SL614P	-0.05749856980553042	0.6151476586861107
CASZ1	-34.02077050431843	0.0009561076978869112
RP4-734G22.3	-24.318361360346117	0.00042882078877431366
HSPE1P24	-0.001082079477580022	0.9108022466083561
C1orf127	-2.0955795232002137	0.014627425940300687
CFL1P6	0.01165756440666197	0.8631917420409532
TARDBP	-14.655669361129764	0.6758912179979699
MASP2	0.6969353151230333	0.9228893913122582
RP4-635E18.8	11.608540234972828	0.04727607428971098
SRM	-70.42400904886989	0.026122031928339742
EXOSC10	-99.71983453244148	0.006767069153182011
RP4-635E18.7	-5.8571631041583485	0.11835575503051748
RP4-635E18.6	-0.33786689919844887	0.12029204990072087
MTOR	-19.520288499140495	0.3795438926728336
MTOR-AS1	0.011244441030024688	0.8667872279679656
RNU6-537P	-0.006804743826805233	0.3320076862725089
ANGPTL7	1.1836743396100897	0.5974816995029629
RNU6-291P	-0.019627891229289054	0.09265812862520291
RPL39P6	0.008457926706740226	0.7542214163331135
UBIAD1	-1.4214701074166838	0.8859777954214596
UBE2V2P3	-0.06362724584889784	0.4438160144018247
MTCYBP45	-0.0034194140136681317	0.8593849976403639
DISP3	-2.561575730821472	0.008545312364006259
LINC01647	-0.04819879063428399	0.6291526496865798
FBXO2	-8.136752778257415	0.42242513590472996
FBXO44	-82.96358112526804	0.0585535333060258
FBXO6	57.72359239935229	0.07734754848872759
MAD2L2	-30.38874581983169	0.5057277922578864
DRAXIN	-6.620647174347828	0.6014842114527421
AGTRAP	804.9800899534314	0.33599068808364096
C1orf167	1.143899770287237	0.002630895225527405
RP11-56N19.5	0.08583130035449474	0.06767159588678519
MTHFR	-76.82343193586189	0.013048218150923219
CLCN6	-50.01936933245158	0.00941276767748588
NPPA-AS1	-2.589397812886384	0.04748734463836397
NPPA	-22.41559322358979	0.10652781118624104
NPPB	-1.7384672606167564	0.4448541296711944
RP5-934G17.6	-0.04406637285273494	0.6967094769866593
RNU5E-1	0.01414669408611593	0.935659827565196
RNU5E-4P	0.045712786477502286	0.41076278022266477
KIAA2013	14.879670756699435	0.9571356503459189
PLOD1	-148.95906641245315	0.41673772209612625
MFN2	214.8742338987825	0.4432599525184223
RP5-1077B9.5	0.011332042019492658	0.502997305782425
MIIP	-65.09399689979287	0.6736942024205228
MIR6729	0.00404785589051513	0.8231944796268584
RN7SL649P	0.04803642519391353	0.2292615752658925
TNFRSF8	-55.91579381445269	0.011308876173394227
RNU6-777P	0.004750081269392919	0.46086540810960497
RPL23AP89	-0.06331024728179016	0.05920745067878991
MIR7846	-0.00018663678943539423	0.9846459124717641
TNFRSF1B	-7153.471456171333	0.0010567963640613167
MIR4632	-0.0630754793199534	0.03294206708388376
RPL10P17	0.05389408195160811	0.7106202159956646
SNORA70	-0.0660120978319744	0.20395556879814503
VPS13D	54.43034056422637	0.10361690956573773
SNORA59A	0.1626999809069309	0.47932874966002903
RP5-888M10.2	0.11823491303307108	0.18002601273779106
DHRS3	-138.73792649621103	0.029303905073597956
RNU6ATAC18P	-0.04350364755038032	0.44315889822514554
MIR6730	-0.02445873633949658	0.0498149891546096
RP11-474O21.5	0.1389800777973464	0.4374276522180419
AADACL4	-0.01675852106406861	0.7168258450659164
RP11-474O21.2	-0.02160062544197754	0.22698495171940553
AADACL3	-0.012442510847608503	0.9064781732040246
C1orf158	1.272955106532454	0.27555136656931056
PRAMEF12	0.020454988505256583	0.5216131157936401
PRAMEF1	0.014783268692023064	0.7364159979824814
LINC01784	-0.024851233381443526	0.1469736619910289
PRAMEF11	0.023895017058513223	0.4295473464358074
PRAMEF30P	-0.0025260371303612063	0.9329942668404256
HNRNPCL1	0.0017684044023234874	0.9927181391746848
PRAMEF2	-0.01317966454211695	0.75906006127139
PRAMEF4	-0.013076546086097126	0.59897698097574
PRAMEF10	-0.020851052482576966	0.6354467764566932
PRAMEF7	-0.052646895893666425	0.055784723605451295
RNU6-1072P	-0.0025669164802984016	0.4768112374906379
PRAMEF29P	-0.007704425054693659	0.4862314833828131
PRAMEF6	-0.014102561716621137	0.5965540531636717
PRAMEF28P	0.028551106097734535	0.059233376260541565
PRAMEF27	-0.0043942698022465055	0.8281509801878105
HNRNPCL3	-0.1287657861627071	0.08071151523630259
PRAMEF25	-0.004242973793485226	0.7527370860895859
PRAMEF34P	-0.036207291210915246	0.20005572446247016
PRAMEF35P	-0.0005130712390510519	0.9732854318297834
HNRNPCL2	-0.22783623220468083	0.010512765864997367
PRAMEF36P	-0.001234698851735151	0.9505824393616845
RP13-221M14.2	0.0020137267885704437	0.160331469623616
PRAMEF26	0.008941822981050234	0.2913865787423247
HNRNPCL4	-0.009533748201348124	0.8745044990602786
PRAMEF9	-0.0019384939930515946	0.9021362059711676
PRAMEF13	-0.010062514894025676	0.6368475399973985
PRAMEF18	-0.04077900015506334	0.1807732770311197
PRAMEF31P	-0.04236450175282526	0.29632226195680805
PRAMEF5	0.018291943091690435	0.4248652975483581
PRAMEF32P	0.004944097723607497	0.2431118983969487
RNU6-771P	0.0	
PRAMEF8	0.014058942780991098	0.6389881225657945
PRAMEF33	-0.006846545203280593	0.7597275406471616
PRAMEF15	-0.038688454984445765	0.37195055276069056
RP11-219C24.10	0.0013470367028871437	0.7140843525539584
PRAMEF14	-0.0549958385243952	0.3206496577809648
PRAMEF19	-0.013197329553219648	0.7555887005265782
PRAMEF17	-0.002607775816577944	0.9438901088728221
PRAMEF20	0.024141053476972412	0.528551125300766
LRRC38	-0.9077074955202098	0.4097633377923471
RP4-597A16.2	-0.00680087922855678	0.14549031245786928
BRWD1P1	0.03123657260511001	0.037012962585048
PDPN	2.730876651616728	0.7710169100325983
RNA5SP41	0.0	
CTA-520D8.2	0.0008155939274395825	0.9360065676485476
SCARNA11	-0.00594541950801574	0.5518973972285757
PRDM2	165.3560022614359	0.010849754136320305
KAZN	27.131402090513873	0.327396839156592
RNU6-1265P	0.0	
RP11-344F13.1	0.003169605126047053	0.725765144537253
RP4-704D23.1	0.009793885127880623	0.4442819084513935
TBCAP2	-0.018119470839837025	0.04552228552617475
TMEM51-AS1	-0.21708164099413968	0.41718304290270847
TMEM51	-9.091369493687791	0.14994284296594565
C1orf195	-0.0017758512651724564	0.973760058322573
RP1-21O18.3	-0.040545766357907874	0.4244653216410097
RP5-903E17.2	0.08580378084413662	0.16280636930100276
FHAD1	3.9431630648850207	0.15001775074965898
RP3-467K16.2	0.3452115365849672	0.19990252972338846
RP3-467K16.7	0.025895411577272875	0.6637602359971447
RP3-467K16.4	12.813310333086612	0.004532087320822828
EFHD2	1329.7544781883128	0.35218065163120826
CTRC	17.86870649482515	0.009990240839008492
CELA2A	8.53345916680703	0.23855277204784667
CELA2B	1.3301323667520535	0.06606130810806463
CASP9	-32.4380626423286	0.06746314536165944
DNAJC16	6.64963975288717	0.37684888864694055
SCARNA21	-0.003268535482696425	0.817748047357271
RP4-680D5.8	0.02400738324071996	0.78532834790856
AGMAT	-4.488366511495669	0.5090835965948617
RP4-680D5.2	0.04978874059693632	0.8063371467506096
CHCHD2P6	-0.37564540972077143	0.47779947935143996
RNU7-179P	0.0031933076272251384	0.16033146962361589
CD24P1	0.011263282911592202	0.37792045191770596
DDI2	6.898763830306708	0.8041351391835174
RP4-680D5.9	-0.23173869507270053	0.03099882580633113
PLEKHM2	-342.28645419519336	0.0002538414319867155
RP11-288I21.1	-1.091735744352837	0.34542930596274046
SLC25A34	5.609113266669644	0.142285923169889
TMEM82	-0.05926828666658667	0.9434347102542895
RP11-169K16.4	-0.019016278828355226	0.6611847803535775
FBLIM1	2.7422879942843834	0.5657173685487531
RPL12P14	0.09766131302776093	0.8728304404038885
UQCRHL	2.377257373557076	0.5438987903194583
RP11-169K16.8	-1.505442490322769	0.047987414694595915
FLJ37453	5.532586116787833	0.33054788692724413
SPEN	102.00892474778257	0.22137826607785
RP1-134O19.3	-0.07242094939025522	0.33500715535960957
ZBTB17	-202.2128632982518	3.3462981551757287e-06
RP11-5P18.1	-0.19042673726498363	0.19393349125967643
RP11-5P18.3	-0.016618073970518295	0.30469209077159354
RP11-5P18.11	0.0020067108799404045	0.8596268444877504
TBC1D3P6	0.0012811989469727694	0.954948700502416
C1orf64	-0.03324395982007684	0.786359802554361
HSPB7	50.66778586653731	0.36590741534981086
CLCNKA	0.02282568168764798	0.9273133980195856
RP11-5P18.10	-0.0011067979702291861	0.9860887937864584
CLCNKB	0.0929310068402037	0.5590538979411842
FAM131C	0.06468247608107065	0.6881644091296261
EPHA2	7.873525374675926	0.2771691557549057
RP11-276H7.2	0.13115484280561635	0.27971442816252096
RP11-276H7.3	0.07020425347830753	0.03228803957686259
ARHGEF19	-11.64201615644475	0.32743919685128564
ANO7L1	-11.23318021200733	0.00033211379298317753
RSG1	-0.3370206516221297	0.7903235643021392
MT1XP1	-1.0600728173987852	0.26556899971718534
FBXO42	-71.84247673632446	0.006808037394702204
SZRD1	-194.8164174151409	0.0023714951952415824
RP11-430L17.1	-0.37365336840008306	0.005012685995523619
SPATA21	0.10936918625428112	0.46042089056302005
NECAP2	-103.27645326786921	0.06815065755404034
LINC01772	-0.7326193302258002	0.7089354423243277
CROCCP3	-1.2974113277420072	0.720879661930186
RNU1-1	0.00046112382999924893	0.9788691898922424
RP4-798A10.7	-0.17371885370669196	0.15931136873325386
RP4-798A10.4	0.07444195164989935	0.1556910504532842
LINC01783	0.06145185283023747	0.7424106676729244
RNU1-6P	0.0	
FAM231B	-0.008886088431643999	0.7149718137908267
RP5-875O13.6	0.007262327285617541	0.8235128912289789
NBPF1	-0.9442223892312659	0.8266185886820816
RP5-1182A14.5	0.17611669433403634	0.02802078743852305
CROCCP2	-29.596785130436707	0.3722813152278913
MST1P2	-3.5552757723952277	0.06566160972773799
RP1-163M9.8	0.01497175102134089	0.6258865550799526
RNU1-3	-0.014877321368536681	0.40669055065806414
FAM231A	-0.01502061406224794	0.30224596228906264
RP5-875O13.7	0.006469431324660824	0.9046698597350546
EIF1AXP1	0.7643041376621155	5.028229178109019e-06
ESPNP	0.15948201219631444	0.45289432307693567
RP1-163M9.7	-0.022083009615481076	0.14211886908695995
FAM231C	0.006213752143724409	0.7053869135656679
RP5-1182A14.7	0.014134158508687902	0.06800403554240124
RNU1-4	0.000324503718190611	0.923240107631145
CROCCP4	-0.0425680263518106	0.20502509316140088
MST1L	-3.5278129190096914	0.001296912092472983
RP11-108M9.1	0.0008607718821718961	0.9571333747612627
RP11-108M9.2	0.03745749104864667	0.6214324653758742
MIR3675	0.0	
RP11-108M9.3	-0.2246939524661609	0.5254072384715915
RP11-108M9.4	-0.5291287829311259	0.7022939479136847
RP11-108M9.5	-0.05949024261001092	0.8891248781025174
RNU1-2	-0.01271936946982375	0.6594418917808254
RP11-108M9.6	-0.3522630081507923	0.24911573389927003
CROCC	-120.098273970979	0.004475398667394751
MFAP2	0.39797782139709387	0.683302194054612
RP1-37C10.3	-0.08231888016370754	0.021871126726194696
ATP13A2	-106.78157460965957	0.004139390031440766
SDHB	91.7840110300427	0.22814016515670055
PADI2	1967.1573597919355	0.07596631192182435
RP11-380J14.1	0.026779571324603547	0.7527844323930057
RP11-380J14.4	-0.020976016308604958	0.11138151735229097
